Product Name,Status,Local Request Timestamp,Begin Trip Local Timestamp,Local Dropoff Timestamp,Trip Distance (miles),Duration (Seconds),Local Base Fare,Local Original Fare,Local Cancellation Fee,Currency Code,Set Destination Trip
UberX,completed,2022-06-24T23:12:56.000Z,2022-06-24T23:25:03.000Z,2022-06-24T23:45:03.000Z,6.215507326,1200,1.87,25.2,0,USD,TRUE
UberX,completed,2022-06-24T23:09:28.000Z,2022-06-24T23:11:46.000Z,2022-06-24T23:16:19.000Z,1.402102645,273,1.87,14.79,0,USD,TRUE
UberX,completed,2022-06-24T22:44:04.000Z,2022-06-24T22:51:41.000Z,2022-06-24T23:08:49.000Z,2.882601445,1028,1.87,17.43,0,USD,TRUE
UberX,completed,2022-06-24T22:06:09.000Z,2022-06-24T22:11:31.000Z,2022-06-24T22:21:14.000Z,1.542919047,583,1.87,12.09,0,USD,TRUE
UberX,completed,2022-06-24T21:50:31.000Z,2022-06-24T21:54:28.000Z,2022-06-24T22:07:03.000Z,2.002376954,755,1.87,12.89,0,USD,TRUE
UberX,completed,2022-06-24T21:39:13.000Z,2022-06-24T21:42:13.000Z,2022-06-24T21:49:49.000Z,1.444579839,456,1.87,9.97,0,USD,TRUE
UberX,completed,2022-06-24T21:10:16.000Z,2022-06-24T21:15:12.000Z,2022-06-24T21:35:27.000Z,7.104340827,1215,1.87,19.72,0,USD,TRUE
UberX,completed,2022-06-24T20:43:46.000Z,2022-06-24T20:57:23.000Z,2022-06-24T21:07:41.000Z,3.009099947,618,1.87,12.35,0,USD,TRUE
UberX,completed,2022-06-24T20:28:33.000Z,2022-06-24T20:32:27.000Z,2022-06-24T20:43:27.000Z,2.888624747,660,1.87,10.65,0,USD,TRUE
UberX,completed,2022-06-24T19:45:00.000Z,2022-06-24T19:47:48.000Z,2022-06-24T20:12:38.000Z,9.270750394,1490,1.87,23.68,0,USD,TRUE
UberX,completed,2022-06-24T19:03:34.000Z,2022-06-24T19:18:45.000Z,2022-06-24T19:35:32.000Z,6.282621032,1007,1.87,16.05,0,USD,TRUE
UberX,completed,2022-06-24T18:59:32.000Z,2022-06-24T19:02:14.000Z,2022-06-24T19:14:03.000Z,4.254923613,709,1.87,11.13,0,USD,TRUE
UberX,completed,2022-06-24T18:23:21.000Z,2022-06-24T18:36:42.000Z,2022-06-24T18:46:21.000Z,2.997577317,579,1.87,11.88,0,USD,FALSE
UberX,completed,2022-06-24T17:52:58.000Z,2022-06-24T18:12:52.000Z,2022-06-24T18:35:05.000Z,10.83205172994983,1333,1.87,21.37,0,USD,FALSE
UberX,completed,2022-06-24T17:02:36.000Z,2022-06-24T17:05:34.000Z,2022-06-24T18:05:01.000Z,36.29523869419618,3567,1.87,91.94,0,USD,FALSE
UberX,completed,2022-06-24T16:17:53.000Z,2022-06-24T16:21:28.000Z,2022-06-24T17:00:46.000Z,13.33327949938279,2358,1.87,53.14,0,USD,FALSE
UberX,completed,2022-06-24T14:47:17.000Z,2022-06-24T14:56:23.000Z,2022-06-24T16:15:43.000Z,27.25935533122971,4760,1.87,79.8,0,USD,FALSE
UberX,completed,2022-06-22T20:23:44.000Z,2022-06-22T20:28:37.000Z,2022-06-22T20:34:21.000Z,1.880679215,344,1.87,8.04,0,USD,FALSE
UberX,completed,2022-06-22T20:05:32.000Z,2022-06-22T20:09:08.000Z,2022-06-22T20:25:58.000Z,7.966725888,1010,1.87,23.66,0,USD,FALSE
UberX,completed,2022-06-22T19:34:03.000Z,2022-06-22T19:45:59.000Z,2022-06-22T20:04:29.000Z,10.07916310079907,1110,1.87,22.46,0,USD,TRUE
UberX,completed,2022-06-22T19:03:31.000Z,2022-06-22T19:15:25.000Z,2022-06-22T19:39:25.000Z,17.83576137232131,1440,1.87,30.81,0,USD,TRUE
UberX,completed,2022-06-22T18:01:15.000Z,2022-06-22T18:13:31.000Z,2022-06-22T18:35:58.000Z,10.62929264,1347,1.87,24.72,0,USD,FALSE
UberX,completed,2022-06-22T17:40:37.000Z,2022-06-22T17:47:21.000Z,2022-06-22T18:09:35.000Z,7.697454955,1334,1.87,33.14,0,USD,FALSE
UberX,completed,2022-06-22T16:27:21.000Z,2022-06-22T16:34:28.000Z,2022-06-22T17:40:09.000Z,18.30896756978597,3941,1.87,55.49,0,USD,FALSE
UberX,completed,2022-06-21T18:04:38.000Z,2022-06-21T18:16:09.000Z,2022-06-21T19:02:56.000Z,20.38475032944251,2807,1.87,55.37,0,USD,FALSE
UberX,completed,2022-06-21T17:36:22.000Z,2022-06-21T17:47:58.000Z,2022-06-21T18:11:01.000Z,4.630095268,1383,1.87,26.4,0,USD,FALSE
UberX,completed,2022-06-21T17:04:41.000Z,2022-06-21T17:14:24.000Z,2022-06-21T17:43:46.000Z,8.128982466,1762,1.87,25.49,0,USD,FALSE
UberX,completed,2022-06-21T16:46:27.000Z,2022-06-21T16:55:42.000Z,2022-06-21T17:03:11.000Z,2.192778195,449,1.87,12.86,0,USD,FALSE
UberX,completed,2022-06-21T15:29:12.000Z,2022-06-21T15:35:39.000Z,2022-06-21T16:47:01.000Z,37.83885425524403,4282,1.87,78.5,0,USD,FALSE
UberX,completed,2022-06-20T20:34:18.000Z,2022-06-20T20:42:22.000Z,2022-06-20T21:01:53.000Z,5.557815041,1171,1.87,16.07,0,USD,TRUE
UberX,completed,2022-06-20T19:47:41.000Z,2022-06-20T19:50:36.000Z,2022-06-20T19:59:18.000Z,3.033884203,522,1.87,10.14,0,USD,TRUE
UberX,completed,2022-06-20T19:19:22.000Z,2022-06-20T19:25:24.000Z,2022-06-20T19:44:11.000Z,4.69139089,1127,1.87,15.33,0,USD,TRUE
UberX,completed,2022-06-20T18:56:19.000Z,2022-06-20T19:04:55.000Z,2022-06-20T19:20:02.000Z,5.345999379,907,1.87,18.05,0,USD,TRUE
UberX,completed,2022-06-20T17:59:52.000Z,2022-06-20T18:08:24.000Z,2022-06-20T18:54:42.000Z,24.64094947925147,2778,1.87,67.51,0,USD,FALSE
UberX,completed,2022-06-20T16:45:00.000Z,2022-06-20T16:46:56.000Z,2022-06-20T17:28:28.000Z,25.75188910769621,2492,1.87,57.16,0,USD,FALSE
UberX,completed,2022-06-20T15:55:19.000Z,2022-06-20T16:08:52.000Z,2022-06-20T16:25:40.000Z,11.80250404399556,1008,1.87,23.04,0,USD,FALSE
UberX,completed,2022-06-20T15:35:18.000Z,2022-06-20T15:55:03.000Z,2022-06-20T16:06:08.000Z,4.197758791,665,1.87,10.87,0,USD,FALSE
UberX,completed,2022-06-20T15:08:45.000Z,2022-06-20T15:33:32.000Z,2022-06-20T15:46:35.000Z,5.840391017,783,1.87,14.73,0,USD,FALSE
UberX,completed,2022-06-20T14:33:20.000Z,2022-06-20T14:41:44.000Z,2022-06-20T15:26:24.000Z,29.58658510409736,2680,1.87,79.42,0,USD,FALSE
UberX,completed,2022-06-17T20:16:54.000Z,2022-06-17T20:22:13.000Z,2022-06-17T20:35:50.000Z,2.691943621,817,1.87,12.94,0,USD,TRUE
UberX,completed,2022-06-17T19:54:27.000Z,2022-06-17T19:59:26.000Z,2022-06-17T20:11:03.000Z,1.629605916,697,1.87,11.3,0,USD,TRUE
UberX,completed,2022-06-17T19:03:31.000Z,2022-06-17T19:08:06.000Z,2022-06-17T19:20:42.000Z,4.967558088,756,1.87,20.65,0,USD,FALSE
UberX,completed,2022-06-17T18:17:12.000Z,2022-06-17T18:27:27.000Z,2022-06-17T19:02:07.000Z,12.08316067248126,2080,1.87,45.49,0,USD,FALSE
UberX,completed,2022-06-17T16:52:44.000Z,2022-06-17T17:09:19.000Z,2022-06-17T17:49:03.000Z,11.71182413139703,2384,1.87,40.2,0,USD,FALSE
UberX,completed,2022-06-17T15:25:15.000Z,2022-06-17T15:35:39.000Z,2022-06-17T16:52:00.000Z,16.31647483754643,4581,1.87,52.62,0,USD,FALSE
UberX,completed,2022-06-16T17:16:28.000Z,2022-06-16T17:34:17.000Z,2022-06-16T17:45:30.000Z,4.741078956,673,1.87,17.41,0,USD,FALSE
UberX,completed,2022-06-16T16:24:06.000Z,2022-06-16T16:45:22.000Z,2022-06-16T17:03:59.000Z,7.861047992,1117,1.87,18.1,0,USD,FALSE
UberX,completed,2022-06-16T16:03:10.000Z,2022-06-16T16:25:49.000Z,2022-06-16T16:34:03.000Z,2.908832358,494,1.87,17.48,0,USD,FALSE
UberX,completed,2022-06-16T15:01:49.000Z,2022-06-16T15:10:54.000Z,2022-06-16T16:04:34.000Z,28.64968282184113,3220,1.87,81.93,0,USD,FALSE
UberX,completed,2022-06-16T14:13:00.000Z,2022-06-16T14:20:26.000Z,2022-06-16T14:36:16.000Z,6.011522026,950,1.87,28.22,0,USD,FALSE
UberX,completed,2022-06-15T14:41:54.000Z,2022-06-15T14:45:50.000Z,2022-06-15T14:58:57.000Z,6.72967627,787,1.87,31.17,0,USD,FALSE
UberX,completed,2022-06-13T21:42:43.000Z,2022-06-13T21:54:46.000Z,2022-06-13T22:29:29.000Z,12.60613315205955,2083,1.87,31.41,0,USD,TRUE
UberX,completed,2022-06-13T21:26:17.000Z,2022-06-13T21:38:14.000Z,2022-06-13T21:43:34.000Z,1.233542959,320,1.87,12.63,0,USD,TRUE
UberX,completed,2022-06-13T20:49:16.000Z,2022-06-13T20:59:39.000Z,2022-06-13T21:29:15.000Z,12.33686410722926,1776,1.87,28.93,0,USD,TRUE
UberX,completed,2022-06-13T20:21:48.000Z,2022-06-13T20:34:03.000Z,2022-06-13T20:48:49.000Z,10.87795698894804,886,1.87,23.92,0,USD,TRUE
UberX,completed,2022-06-13T19:44:19.000Z,2022-06-13T19:48:45.000Z,2022-06-13T20:19:42.000Z,15.60969457480176,1857,1.87,33.39,0,USD,FALSE
UberX,completed,2022-06-13T19:26:49.000Z,2022-06-13T19:33:02.000Z,2022-06-13T19:44:39.000Z,5.416066338,697,1.87,28.94,0,USD,FALSE
UberX,completed,2022-06-13T17:30:23.000Z,2022-06-13T17:39:43.000Z,2022-06-13T18:06:55.000Z,9.54215986,1632,1.87,22.67,0,USD,FALSE
UberX,completed,2022-06-13T17:15:00.000Z,2022-06-13T17:09:41.000Z,2022-06-13T17:33:16.000Z,4.457376363,1415,1.87,27.98,0,USD,FALSE
UberX,completed,2022-06-13T15:38:36.000Z,2022-06-13T15:48:19.000Z,2022-06-13T16:48:30.000Z,18.23238139,3611,1.87,66.55,0,USD,FALSE
UberX,completed,2022-06-10T20:40:07.000Z,2022-06-10T20:44:58.000Z,2022-06-10T21:02:20.000Z,10.25866313871273,1042,1.87,20.58,0,USD,TRUE
UberX,completed,2022-06-10T20:13:49.000Z,2022-06-10T20:17:27.000Z,2022-06-10T20:36:11.000Z,5.96335815,1124,1.87,18.02,0,USD,TRUE
UberX,completed,2022-06-10T19:48:27.000Z,2022-06-10T19:55:01.000Z,2022-06-10T20:09:54.000Z,3.359731553,893,1.87,14.05,0,USD,TRUE
UberX,completed,2022-06-10T19:12:52.000Z,2022-06-10T19:18:35.000Z,2022-06-10T19:40:46.000Z,10.37932343427413,1331,1.87,23.37,0,USD,FALSE
UberX,completed,2022-06-10T18:37:56.000Z,2022-06-10T18:57:28.000Z,2022-06-10T19:16:43.000Z,14.84217950647153,1155,1.87,31.05,0,USD,FALSE
UberX,completed,2022-06-10T16:58:46.000Z,2022-06-10T17:07:32.000Z,2022-06-10T17:52:08.000Z,24.09190306,2676,1.87,59.41,0,USD,FALSE
UberX,completed,2022-06-08T17:53:13.000Z,2022-06-08T18:10:01.000Z,2022-06-08T18:53:53.000Z,18.21990164336437,2632,1.87,48.52,0,USD,FALSE
UberX,completed,2022-06-08T17:27:49.000Z,2022-06-08T17:32:06.000Z,2022-06-08T18:03:18.000Z,12.34563699657813,1872,1.87,42.41,0,USD,FALSE
UberX,completed,2022-06-08T16:37:37.000Z,2022-06-08T16:41:50.000Z,2022-06-08T17:27:30.000Z,11.37924848013493,2740,1.87,38.07,0,USD,TRUE
UberX,completed,2022-06-08T16:05:09.000Z,2022-06-08T16:14:49.000Z,2022-06-08T16:39:52.000Z,6.579632814,1503,1.87,20.55,0,USD,TRUE
UberX,completed,2022-06-08T15:33:28.000Z,2022-06-08T15:49:08.000Z,2022-06-08T16:12:01.000Z,4.936700546,1373,1.87,16.37,0,USD,TRUE
UberX,completed,2022-06-08T14:55:00.000Z,2022-06-08T15:02:40.000Z,2022-06-08T15:38:20.000Z,11.23487252390681,2140,1.87,27.73,0,USD,TRUE
UberX,completed,2022-06-07T22:54:57.000Z,2022-06-07T23:06:12.000Z,2022-06-07T23:09:25.000Z,0.847479855,193,1.87,5.53,0,USD,TRUE
UberX,completed,2022-06-07T22:34:27.000Z,2022-06-07T22:39:45.000Z,2022-06-07T22:54:03.000Z,5.132354541,858,1.87,12.81,0,USD,TRUE
UberX,completed,2022-06-07T22:14:40.000Z,2022-06-07T22:22:54.000Z,2022-06-07T22:32:29.000Z,4.35137301,575,1.87,10.59,0,USD,TRUE
UberX,completed,2022-06-07T21:45:25.000Z,2022-06-07T22:01:29.000Z,2022-06-07T22:14:57.000Z,5.538812138,808,1.87,13.03,0,USD,TRUE
UberX,completed,2022-06-07T21:14:49.000Z,2022-06-07T21:23:50.000Z,2022-06-07T21:38:53.000Z,7.189332454,903,1.87,15.29,0,USD,TRUE
UberX,completed,2022-06-07T20:44:14.000Z,2022-06-07T20:53:33.000Z,2022-06-07T21:05:30.000Z,5.958566814,717,1.87,13.04,0,USD,FALSE
UberX,completed,2022-06-07T20:08:33.000Z,2022-06-07T20:19:24.000Z,2022-06-07T20:48:10.000Z,24.05691729739773,1726,1.87,39.36,0,USD,FALSE
UberX,completed,2022-06-07T19:52:43.000Z,2022-06-07T19:57:23.000Z,2022-06-07T20:08:23.000Z,6.361768908,660,1.87,14.45,0,USD,FALSE
UberX,completed,2022-06-07T19:39:15.000Z,2022-06-07T19:41:46.000Z,2022-06-07T19:54:54.000Z,4.286692891,788,1.87,18.06,0,USD,FALSE
UberX,completed,2022-06-07T18:07:55.000Z,2022-06-07T18:17:46.000Z,2022-06-07T19:28:58.000Z,25.86535661389872,4272,1.87,66.92,0,USD,FALSE
UberX,completed,2022-06-07T16:52:17.000Z,2022-06-07T16:58:41.000Z,2022-06-07T17:58:33.000Z,18.02257141901945,3592,1.87,56.99,0,USD,FALSE
UberX,completed,2022-06-07T15:16:42.000Z,2022-06-07T15:25:50.000Z,2022-06-07T16:50:34.000Z,16.95335789684902,5084,1.87,65.25,0,USD,FALSE
UberX,completed,2022-06-03T19:54:43.000Z,2022-06-03T20:01:24.000Z,2022-06-03T20:23:31.000Z,11.59129354005069,1327,1.87,28.68,0,USD,FALSE
UberX,completed,2022-06-03T19:23:14.000Z,2022-06-03T19:35:51.000Z,2022-06-03T19:54:19.000Z,3.468990649,1108,1.87,22.47,0,USD,FALSE
UberX,completed,2022-06-03T18:59:06.000Z,2022-06-03T19:05:12.000Z,2022-06-03T19:26:56.000Z,4.288703765,1304,1.87,35.99,0,USD,FALSE
UberX,completed,2022-06-03T18:04:27.000Z,2022-06-03T18:23:46.000Z,2022-06-03T18:59:22.000Z,16.61804786160388,2136,1.87,40.36,0,USD,TRUE
UberX,completed,2022-06-03T17:53:47.000Z,2022-06-03T18:01:07.000Z,2022-06-03T18:15:50.000Z,3.257303143,883,2.32,14.55,0,USD,FALSE
UberX,completed,2022-06-03T16:56:10.000Z,2022-06-03T17:01:52.000Z,2022-06-03T17:56:06.000Z,19.54262010055008,3254,1.87,56.15,0,USD,FALSE
UberX,completed,2022-06-03T15:20:19.000Z,2022-06-03T15:29:36.000Z,2022-06-03T16:56:02.000Z,17.27419128822488,5186,1.87,72.16,0,USD,FALSE
UberX,completed,2022-06-02T22:16:10.000Z,2022-06-02T22:26:38.000Z,2022-06-02T22:39:54.000Z,7.827699316,796,1.87,16.22,0,USD,TRUE
UberX,completed,2022-06-02T22:07:38.000Z,2022-06-02T22:11:33.000Z,2022-06-02T22:21:31.000Z,1.420648236,598,1.87,7.64,0,USD,TRUE
UberX,completed,2022-06-02T21:35:44.000Z,2022-06-02T21:43:56.000Z,2022-06-02T21:54:37.000Z,2.781416183,641,1.87,10.45,0,USD,TRUE
UberX,completed,2022-06-02T20:20:51.000Z,2022-06-02T20:25:43.000Z,2022-06-02T20:49:11.000Z,14.25783080300049,1408,1.87,30.49,0,USD,FALSE
UberX,completed,2022-06-02T19:35:50.000Z,2022-06-02T19:43:18.000Z,2022-06-02T20:23:27.000Z,17.67905031008065,2409,1.87,60.1,0,USD,FALSE
UberX,completed,2022-06-02T18:14:37.000Z,2022-06-02T18:28:02.000Z,2022-06-02T19:27:47.000Z,26.84780633258136,3585,1.87,64.85,0,USD,FALSE
UberX,completed,2022-06-02T17:30:00.000Z,2022-06-02T17:29:48.000Z,2022-06-02T18:14:26.000Z,13.73239002617938,2678,1.87,35.58,0,USD,FALSE
UberX,completed,2022-06-02T16:40:36.000Z,2022-06-02T16:51:04.000Z,2022-06-02T17:20:59.000Z,8.05289624,1795,1.87,28.57,0,USD,FALSE
UberX,completed,2022-06-02T16:23:52.000Z,2022-06-02T16:34:31.000Z,2022-06-02T16:42:09.000Z,1.368495607,458,1.87,15.67,0,USD,FALSE
UberX,completed,2022-06-02T16:01:41.000Z,2022-06-02T16:07:52.000Z,2022-06-02T16:32:10.000Z,3.4814766,1458,1.87,22.93,0,USD,FALSE
UberX,completed,2022-06-02T14:43:19.000Z,2022-06-02T14:52:43.000Z,2022-06-02T16:07:14.000Z,21.26629053366822,4471,1.87,67.31,0,USD,FALSE
UberX,completed,2022-06-01T22:47:11.000Z,2022-06-01T22:53:08.000Z,2022-06-01T23:09:33.000Z,7.56494605,985,1.87,20.34,0,USD,TRUE
UberX,completed,2022-06-01T22:17:16.000Z,2022-06-01T22:29:25.000Z,2022-06-01T22:45:04.000Z,6.325251511,939,1.87,15.78,0,USD,TRUE
UberX,completed,2022-06-01T21:55:57.000Z,2022-06-01T22:07:40.000Z,2022-06-01T22:24:23.000Z,5.383858661,1003,1.87,15.05,0,USD,TRUE
UberX,completed,2022-06-01T21:44:43.000Z,2022-06-01T21:54:01.000Z,2022-06-01T22:00:42.000Z,2.047532024,401,1.87,7.22,0,USD,TRUE
UberX,completed,2022-06-01T21:33:03.000Z,2022-06-01T21:44:14.000Z,2022-06-01T21:48:08.000Z,0.975900721,234,1.87,5.53,0,USD,FALSE
UberX,completed,2022-06-01T20:39:56.000Z,2022-06-01T21:03:36.000Z,2022-06-01T21:38:37.000Z,21.16126464831037,2101,1.87,39.67,0,USD,FALSE
UberX,completed,2022-06-01T20:28:26.000Z,2022-06-01T20:30:29.000Z,2022-06-01T20:50:23.000Z,10.92260124677167,1194,1.87,22.04,0,USD,FALSE
UberX,completed,2022-06-01T20:00:37.000Z,2022-06-01T20:04:08.000Z,2022-06-01T20:22:35.000Z,7.251014614,1107,1.87,23.6,0,USD,FALSE
UberX,completed,2022-06-01T19:12:40.000Z,2022-06-01T19:21:31.000Z,2022-06-01T19:50:19.000Z,6.049730857,1728,1.87,21.31,0,USD,FALSE
UberX,completed,2022-06-01T18:44:17.000Z,2022-06-01T18:55:26.000Z,2022-06-01T19:14:29.000Z,6.062615883,1143,1.87,27.27,0,USD,FALSE
UberX,completed,2022-06-01T18:13:57.000Z,2022-06-01T18:25:56.000Z,2022-06-01T18:50:51.000Z,6.241364411,1495,1.87,23.38,0,USD,FALSE
UberX,completed,2022-06-01T18:00:52.000Z,2022-06-01T18:09:25.000Z,2022-06-01T18:21:01.000Z,2.423628554,696,1.87,14.57,0,USD,FALSE
UberX,completed,2022-06-01T17:02:37.000Z,2022-06-01T17:13:43.000Z,2022-06-01T17:49:09.000Z,4.218562159,2126,1.87,23.74,0,USD,FALSE
UberX,completed,2022-06-01T16:00:22.000Z,2022-06-01T16:05:29.000Z,2022-06-01T17:11:19.000Z,17.07533824828033,3950,1.87,52.94,0,USD,FALSE
UberX,completed,2022-06-01T15:08:59.000Z,2022-06-01T15:13:50.000Z,2022-06-01T15:21:43.000Z,3.194310545,473,1.87,20.57,0,USD,FALSE
UberX,completed,2022-05-31T20:51:21.000Z,2022-05-31T20:55:32.000Z,2022-05-31T21:00:07.000Z,1.26779581,275,1.87,7.19,0,USD,TRUE
UberX,completed,2022-05-31T20:27:41.000Z,2022-05-31T20:33:30.000Z,2022-05-31T20:52:42.000Z,5.831120186,1152,1.87,16.26,0,USD,TRUE
UberX,completed,2022-05-31T20:04:11.000Z,2022-05-31T20:15:40.000Z,2022-05-31T20:27:11.000Z,6.102268316,691,1.87,15.57,0,USD,TRUE
UberX,completed,2022-05-31T19:34:00.000Z,2022-05-31T19:49:02.000Z,2022-05-31T20:07:10.000Z,10.81680307,1088,1.87,22.92,0,USD,TRUE
UberX,completed,2022-05-31T19:10:35.000Z,2022-05-31T19:16:29.000Z,2022-05-31T19:22:19.000Z,1.724398453,350,1.87,7.93,0,USD,TRUE
UberX,completed,2022-05-31T19:06:11.000Z,2022-05-31T19:09:27.000Z,2022-05-31T19:12:13.000Z,1.058765482,166,1.87,6.78,0,USD,TRUE
UberX,completed,2022-05-31T18:55:49.000Z,2022-05-31T19:02:44.000Z,2022-05-31T19:07:35.000Z,1.200931958,291,1.87,7.21,0,USD,TRUE
UberX,completed,2022-05-31T18:50:15.000Z,2022-05-31T18:54:27.000Z,2022-05-31T19:00:25.000Z,1.882851778,358,1.87,8.11,0,USD,TRUE
UberX,completed,2022-05-31T18:26:44.000Z,2022-05-31T18:37:16.000Z,2022-05-31T18:49:55.000Z,3.863246622,759,1.87,17.95,0,USD,TRUE
UberX,completed,2022-05-31T17:57:03.000Z,2022-05-31T18:08:49.000Z,2022-05-31T18:31:52.000Z,5.64030472,1383,1.87,20.68,0,USD,TRUE
UberX,completed,2022-05-31T17:29:57.000Z,2022-05-31T17:37:51.000Z,2022-05-31T18:00:31.000Z,3.665979033,1360,1.87,14.92,0,USD,TRUE
UberX,completed,2022-05-31T16:29:45.000Z,2022-05-31T16:42:00.000Z,2022-05-31T17:35:13.000Z,11.83684382874292,3193,1.87,32.77,0,USD,TRUE
UberX,completed,2022-05-31T16:20:25.000Z,2022-05-31T16:28:37.000Z,2022-05-31T16:35:29.000Z,1.645637477,412,1.87,8.17,0,USD,TRUE
UberX,completed,2022-05-31T15:57:56.000Z,2022-05-31T16:01:44.000Z,2022-05-31T16:11:41.000Z,4.495316222,597,1.87,17.11,0,USD,TRUE
UberX,completed,2022-05-29T18:55:16.000Z,2022-05-29T19:06:58.000Z,2022-05-29T19:41:21.000Z,21.52076796959684,2063,1.87,68.91,0,USD,TRUE
UberX,completed,2022-05-29T18:35:00.000Z,2022-05-29T18:38:05.000Z,2022-05-29T19:00:13.000Z,7.989321603,1328,1.87,30.24,0,USD,TRUE
UberX,completed,2022-05-29T17:52:10.000Z,2022-05-29T18:02:39.000Z,2022-05-29T18:20:54.000Z,5.480175971,1095,1.87,22.61,0,USD,TRUE
UberX,completed,2022-05-29T17:45:00.000Z,2022-05-29T17:51:41.000Z,2022-05-29T17:55:10.000Z,1.184860284,209,1.87,16.05,0,USD,TRUE
UberX,completed,2022-05-29T17:20:56.000Z,2022-05-29T17:38:34.000Z,2022-05-29T17:45:15.000Z,2.469558489,401,1.87,10.19,0,USD,FALSE
UberX,completed,2022-05-29T16:31:53.000Z,2022-05-29T16:55:57.000Z,2022-05-29T17:33:06.000Z,15.56617092742078,2229,1.87,38.87,0,USD,FALSE
UberX,completed,2022-05-29T16:27:44.000Z,2022-05-29T16:33:10.000Z,2022-05-29T16:47:09.000Z,2.418804811,839,1.87,17.76,0,USD,TRUE
UberX,completed,2022-05-29T15:41:13.000Z,2022-05-29T15:55:17.000Z,2022-05-29T16:29:30.000Z,17.15757992800998,2053,1.87,33.05,0,USD,TRUE
UberX,completed,2022-05-29T15:24:50.000Z,2022-05-29T15:36:52.000Z,2022-05-29T15:42:56.000Z,1.626502275,364,1.87,6.68,0,USD,TRUE
UberX,completed,2022-05-29T15:16:00.000Z,2022-05-29T15:23:49.000Z,2022-05-29T15:29:01.000Z,1.07266205,312,1.87,5.95,0,USD,TRUE
UberX,completed,2022-05-29T14:54:43.000Z,2022-05-29T15:09:27.000Z,2022-05-29T15:21:16.000Z,7.609589881,709,1.87,14.81,0,USD,TRUE
UberX,completed,2022-05-29T00:04:46.000Z,2022-05-29T00:14:24.000Z,2022-05-29T00:25:33.000Z,4.884060951,669,1.87,13.12,0,USD,TRUE
UberX,completed,2022-05-28T23:51:06.000Z,2022-05-28T23:55:34.000Z,2022-05-29T00:04:03.000Z,3.441092382,509,1.87,11.52,0,USD,TRUE
UberX,completed,2022-05-28T23:21:34.000Z,2022-05-28T23:27:11.000Z,2022-05-28T23:46:16.000Z,7.135383133,1145,1.87,18.42,0,USD,TRUE
UberX,completed,2022-05-28T22:54:21.000Z,2022-05-28T23:17:26.000Z,2022-05-28T23:21:20.000Z,0.85594567,234,1.87,11.03,0,USD,FALSE
UberX,completed,2022-05-28T21:42:05.000Z,2022-05-28T22:13:25.000Z,2022-05-28T23:04:20.000Z,25.50501034364089,3055,1.87,67.31,0,USD,FALSE
UberX,completed,2022-05-28T21:43:32.000Z,2022-05-28T21:57:29.000Z,2022-05-28T22:08:27.000Z,1.720249591,658,1.87,20.68,0,USD,FALSE
UberX,completed,2022-05-28T21:16:19.000Z,2022-05-28T21:25:21.000Z,2022-05-28T21:54:14.000Z,10.19443078,1733,1.87,25.86,0,USD,FALSE
UberX,completed,2022-05-28T21:01:04.000Z,2022-05-28T21:02:55.000Z,2022-05-28T21:19:39.000Z,5.84013969,1004,1.87,17.55,0,USD,FALSE
UberX,completed,2022-05-28T20:38:21.000Z,2022-05-28T20:42:53.000Z,2022-05-28T20:56:55.000Z,4.803756388,842,1.87,13.63,0,USD,FALSE
UberX,completed,2022-05-28T20:17:22.000Z,2022-05-28T20:24:27.000Z,2022-05-28T20:39:23.000Z,4.565712033,896,1.87,13.64,0,USD,FALSE
UberX,completed,2022-05-28T19:55:28.000Z,2022-05-28T20:05:42.000Z,2022-05-28T20:15:51.000Z,2.233533197,609,1.87,9.68,0,USD,FALSE
UberX,completed,2022-05-28T19:31:18.000Z,2022-05-28T19:40:17.000Z,2022-05-28T19:57:56.000Z,6.852744869,1059,1.87,17.92,0,USD,FALSE
UberX,completed,2022-05-28T18:42:02.000Z,2022-05-28T18:43:27.000Z,2022-05-28T18:50:44.000Z,2.057199162,437,1.87,8.67,0,USD,TRUE
UberX,completed,2022-05-28T18:22:04.000Z,2022-05-28T18:31:47.000Z,2022-05-28T18:41:34.000Z,2.415284621,587,1.87,9.79,0,USD,TRUE
UberX,completed,2022-05-28T18:09:38.000Z,2022-05-28T18:18:04.000Z,2022-05-28T18:25:32.000Z,2.333719447,448,1.87,9.01,0,USD,TRUE
UberX,completed,2022-05-28T17:51:26.000Z,2022-05-28T17:56:17.000Z,2022-05-28T18:07:32.000Z,2.901314915,675,1.87,13.24,0,USD,TRUE
UberX,completed,2022-05-28T17:22:36.000Z,2022-05-28T17:35:36.000Z,2022-05-28T17:52:27.000Z,3.908305601,1011,1.87,15.56,0,USD,TRUE
UberX,completed,2022-05-28T17:03:43.000Z,2022-05-28T17:11:54.000Z,2022-05-28T17:28:48.000Z,2.538582425,1014,1.87,21.49,0,USD,TRUE
UberX,completed,2022-05-28T15:36:37.000Z,2022-05-28T15:57:57.000Z,2022-05-28T17:06:32.000Z,28.41722979471966,4115,1.87,57.11,0,USD,TRUE
UberX,completed,2022-05-28T14:55:10.000Z,2022-05-28T15:01:12.000Z,2022-05-28T15:26:56.000Z,22.21617086772127,1544,1.87,54.06,0,USD,FALSE
UberX,completed,2022-05-27T23:27:17.000Z,2022-05-27T23:37:08.000Z,2022-05-27T23:58:02.000Z,10.11066455,1254,1.87,23.7,0,USD,TRUE
